Post Date,Description,Debit,Status,Balance,date,amount,vendor_group,amount_grouped
4/17/2024,Withdrawal POS #041705070341/PAYPAL *FASTSPRING 2211 North FirstSan Jose CACard 1231,15.0,Posted,927.33,2024-04-17,15.0,Withdrawal POS #041705070341/PAYPAL *FASTSPRING 2211 North FirstSan Jose CACard 1231,15.0
4/17/2024,Withdrawal POS #000000796638/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,41.1,Posted,942.33,2024-04-17,41.1,Withdrawal POS #000000966158/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 2801,41.1
4/16/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* SETAPP ASTORIA NYDate 04/15/24 0 4106277865 0 5817Card 1231,12.49,Posted,983.43,2024-04-16,12.49,Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* SETAPP NEW YORK NYDate 10/14/24 0 4288882561 0 5817Card 1231,12.49
4/16/2024,Withdrawal Debit Card MC Debit Seminol/LYFT *2 RIDES 04-14 SAN FRANCISC CADate 04/15/24 0 4106835374 0 4121Card 1231,31.52,Posted,995.92,2024-04-16,31.52,Withdrawal Debit Card MC Debit Seminol/LYFT *2 RIDES 04-14 SAN FRANCISC CADate 04/15/24 0 4106835374 0 4121Card 1231,31.52
4/16/2024,Withdrawal Debit Card MC Debit Seminol/IDEOGRAM.AI TORONTO ONDate 04/15/24 0 4106835174 0 5734Card 1231,0.58,Posted,1027.44,2024-04-16,0.58,Withdrawal Debit Card MC Debit Seminol/IDEOGRAM.AI TORONTO ONDate 04/15/24 0 4106835174 0 5734Card 1231,0.58
4/16/2024,Withdrawal POS #000006227588/PAYPAL *SOCIALBLADE 2211 North FirstStreet San Jose CACard 1231,3.99,Posted,1028.02,2024-04-16,3.99,Withdrawal POS #000006227588/PAYPAL *SOCIALBLADE 2211 North FirstStreet San Jose CACard 1231,3.99
4/16/2024,Withdrawal POS #000000665593/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.42,Posted,1032.01,2024-04-16,37.42,Withdrawal POS #000000488663/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.42
4/15/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/MIDJOURNEY INC. SOUTH SAN FR CADate 04/14/24 0 4105078963 1 5734Card 1231,10.0,Posted,1069.43,2024-04-15,10.0,Recurring Withdrawal Debit Card - MC Debit Seminol/MIDJOURNEY INC. SOUTH SAN FR CADate 05/14/24 0 4135994595 0 5734Card 1231,10.0
4/15/2024,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 04/15/24 0 4106077756 1 5734Card 1231,0.13,Posted,1079.43,2024-04-15,0.13,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 06/15/24 0 4167922806 1 5734Card 1231,0.08
4/15/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/VANCEAI CENTRAL HODate 04/15/24 0 4106077756 1 5734Card 1231,15.9,Posted,1079.56,2024-04-15,15.9,Recurring Withdrawal Debit Card - MC Debit Seminol/VANCEAI CENTRAL HODate 06/15/24 0 4167922806 1 5734Card 1231,15.9
4/15/2024,Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 04/14/24 0 4105827629 0 5912Card 1231,16.39,Posted,1095.46,2024-04-15,16.39,Withdrawal Debit Card MC Debit Seminol/WALGREENS #9304 GAINESVILLE FLDate 10/30/24 0 4304125853 1 5912Card 1231,16.39
4/15/2024,Withdrawal POS #000001042040/PAYPAL *PLAYSTATION 2211 North FirstStreet San Jose CACard 1231,14.99,Posted,1111.85,2024-04-15,14.99,Withdrawal POS #000001042040/PAYPAL *PLAYSTATION 2211 North FirstStreet San Jose CACard 1231,14.99
4/15/2024,Withdrawal POS #000012007844/PAYPAL *PLAYSTATION 2211 North FirstStreet San Jose CACard 1231,24.99,Posted,1126.84,2024-04-15,24.99,Withdrawal POS #000001042040/PAYPAL *PLAYSTATION 2211 North FirstStreet San Jose CACard 1231,24.99
4/14/2024,Withdrawal POS #000000590860/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,25.96,Posted,1151.83,2024-04-14,25.96,Withdrawal POS #000000900121/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,25.96
4/14/2024,Withdrawal Debit Card MC Debit Seminol/LYFT *2 RIDES 04-11 SAN FRANCISC CADate 04/12/24 0 4103370191 0 4121Card 1231,38.92,Posted,1177.79,2024-04-14,38.92,Withdrawal Debit Card MC Debit Seminol/LYFT *2 RIDES 04-14 SAN FRANCISC CADate 04/15/24 0 4106835374 0 4121Card 1231,38.92
4/14/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 04/13/24 0 4104933092 1 5818Card 1231,22.47,Posted,1216.71,2024-04-14,22.47,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 04/13/24 0 4104933092 1 5818Card 1231,22.47
4/12/2024,Withdrawal POS #000000773144/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,5.0,Posted,1239.18,2024-04-12,5.0,Withdrawal POS #000000792733/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,5.0
4/12/2024,Withdrawal POS #000000772370/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,90.0,Posted,1244.18,2024-04-12,90.0,Withdrawal POS #000000792733/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,90.0
4/12/2024,Withdrawal POS #000000518066/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,30.7,Posted,1334.18,2024-04-12,30.7,Withdrawal POS #000000488663/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,30.7
4/10/2024,Withdrawal POS #000000618024/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78,Posted,1364.88,2024-04-10,37.78,Withdrawal POS #000000028242/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78
4/10/2024,Withdrawal Debit Card MC Debit Seminol/LYFT *1 RIDE 04-08 SAN FRANCISC CADate 04/09/24 0 4100802332 0 4121Card 1231,8.67,Posted,902.66,2024-04-10,8.67,Withdrawal Debit Card MC Debit Seminol/LYFT *2 RIDES 04-14 SAN FRANCISC CADate 04/15/24 0 4106835374 0 4121Card 1231,8.67
4/10/2024,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinskiEntry Class Code: WEB,49.0,Posted,911.33,2024-04-10,49.0,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinski,48.5
4/9/2024,Withdrawal POS #000000000009/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,3.0,Posted,960.33,2024-04-09,3.0,Withdrawal POS #000000000003/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,3.0
4/9/2024,Withdrawal POS #000000804440/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,89.91,Posted,963.33,2024-04-09,89.91,Withdrawal POS #000000804821/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,89.91
4/8/2024,Withdrawal ATM Fee/FLUENT DISPE-375207 3400 SW 34TH STREETGAINESVILLE FLCard 1231,2.0,Posted,1053.24,2024-04-08,2.0,Withdrawal ATM Fee/FLUENT DISPE-375207 3400 SW 34TH STREETGAINESVILLE FLCard 1231,1.5
4/8/2024,Withdrawal at ATM #000000001720/FLUENT DISPE-375207 3400 SW 34TH STREETGAINESVILLE FLCard 1231,23.0,Posted,1055.24,2024-04-08,23.0,Withdrawal at ATM #000000001720/FLUENT DISPE-375207 3400 SW 34TH STREETGAINESVILLE FLCard 1231,23.0
4/8/2024,Withdrawal ATM Fee/INQ FLUENT DISPE-375207 3400 SW 34THSTREET GAINESVILLE FLCard 1231,1.0,Posted,1078.24,2024-04-08,1.0,Withdrawal ATM Fee/FLUENT DISPE-375207 3400 SW 34TH STREETGAINESVILLE FLCard 1231,1.5
4/8/2024,Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 04/07/24 0 4098790166 0 5912Card 1231,23.78,Posted,1079.24,2024-04-08,23.78,Withdrawal Debit Card MC Debit Seminol/WALGREENS #9304 GAINESVILLE FLDate 10/30/24 0 4304125853 1 5912Card 1231,24.265
4/7/2024,Withdrawal POS #000000000072/IC* INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,5.0,Posted,1103.02,2024-04-07,5.0,Withdrawal POS #000000803033/IC* INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,5.0
4/7/2024,Withdrawal POS #000000000004/IC* INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,56.68,Posted,1108.02,2024-04-07,56.68,Withdrawal POS #000000803033/IC* INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,56.68
4/7/2024,Withdrawal POS #000000372860/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78,Posted,1164.7,2024-04-07,37.78,Withdrawal POS #000000235720/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78
4/6/2024,Recurring Withdrawal Bill Payment - #000000078357/NETFLIX COM LOS GATOS CACard 1231,13.81,Posted,1202.48,2024-04-06,13.81,"Recurring Withdrawal Bill Payment - #000000017652/NETFLIX COM LOS GATOS CA
Card 1247",13.504999999999999
4/5/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/CHATGPT SUBSCRIPTION SAN FRANCISC CADate 04/04/24 0 4095278410 0 5734Card 1231,20.0,Posted,1216.29,2024-04-05,20.0,Recurring Withdrawal Debit Card - MC Debit Seminol/CHATGPT SUBSCRIPTION SAN FRANCISC CADate 05/04/24 0 4125659188 0 5734Card 1231,20.0
4/5/2024,Withdrawal Debit Card MC Debit Seminol/COX GAINESVILLE COMM 800-234-3993 FLDate 04/04/24 0 4095901317 0 4899Card 1231,126.13,Posted,1236.29,2024-04-05,126.13,Withdrawal Debit Card MC Debit Seminol/COX GAINESVILLE COMM 800-234-3993 FLDate 12/04/24 0 4339376311 0 4899Card 1231,126.13
4/5/2024,Withdrawal Bill Payment #000009078159/PAYPAL *PARAMNTPLUS 2211 North FirstStreet San Jose CACard 1231,13.81,Posted,1362.42,2024-04-05,13.81,Withdrawal Bill Payment #050211031354/PAYPAL *SPOTIFYUSAI 2211 North FirstStreet San Jose CACard 1231,13.81
4/4/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL CUPERTINO CADate 04/03/24 0 4094830660 0 5735Card 1231,2.99,Posted,1376.23,2024-04-04,2.99,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL CUPERTINO CADate 05/03/24 0 4124646881 1 5735Card 1231,2.99
4/4/2024,Withdrawal Bill Payment #000000253521/GRU EZ PAY 301 SE 4TH AVE US GAINESVILLEFLCard 1231,137.08,Posted,1379.22,2024-04-04,137.08,Withdrawal Bill Payment #000000253521/GRU EZ PAY 301 SE 4TH AVE US GAINESVILLEFLCard 1231,137.08
4/3/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/DOCSIUM.COM SANTA CLARA CADate 04/02/24 0 4093105111 1 5734Card 1231,10.0,Posted,1516.3,2024-04-03,10.0,Recurring Withdrawal Debit Card - MC Debit Seminol/DOCSIUM.COM SANTA CLARA CADate 07/02/24 0 4184077595 1 5734Card 1231,10.0
4/3/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/INVIDEO INC COUNTRY OF S DEDate 04/02/24 0 4093284762 0 5734Card 1231,50.0,Posted,1526.3,2024-04-03,50.0,Recurring Withdrawal Debit Card - MC Debit Seminol/INVIDEO INC COUNTRY OF S DEDate 12/09/24 0 4344808122 0 5734Card 1231,50.0
4/3/2024,"Recurring Withdrawal Bill Payment - #000000782876/ADOBE PARK AVENUE,345 SAN JOSE CACard 1231",19.99,Posted,1576.3,2024-04-03,19.99,"Recurring Withdrawal Bill Payment - #000000782876/ADOBE PARK AVENUE,345 SAN JOSE CACard 1231",19.99
4/3/2024,Withdrawal ACH Watson Realty Co/TYPE: WEB PMTS ID: 9000321157CO: Watson Realty CoNAME: Steven chaplinskiEntry Class Code: WEB,1079.0,Posted,1596.29,2024-04-03,1079.0,"Withdrawal ACH Watson Realty Co/TYPE: WEB PMTS ID: 9000321157
CO: Watson Realty Co
NAME: Steven chaplinskiEntry Class Code: WEB",1079.0
4/3/2024,"Withdrawal ACH AppFolio, Inc. F/TYPE: WEB PMTS ID: 9001406550CO: AppFolio, Inc. FNAME: Steven chaplinskiEntry Class Code: WEB",2.49,Posted,2675.29,2024-04-03,2.49,"Withdrawal ACH AppFolio, Inc. F/TYPE: WEB PMTS ID: 9001406550
CO: AppFolio, Inc. F
NAME: Steven chaplinskiEntry Class Code: WEB",2.49
4/2/2024,Withdrawal Bill Payment #000011239590/PAYPAL *SPOTIFYUSAI 2211 North FirstStreet San Jose CACard 1231,6.82,Posted,2677.78,2024-04-02,6.82,Withdrawal Bill Payment #050211031354/PAYPAL *SPOTIFYUSAI 2211 North FirstStreet San Jose CACard 1231,6.82
4/1/2024,Withdrawal POS #000000776580/IC* INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,5.0,Posted,2684.6,2024-04-01,5.0,Withdrawal POS #000000794186/IC* INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,5.0
4/1/2024,Withdrawal POS #000000000006/IC* INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,103.0,Posted,2689.6,2024-04-01,103.0,Withdrawal POS #000000803033/IC* INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,103.0
4/1/2024,"Withdrawal POS #000000804240/ETSY, INC. WWW.ETSY.COM/ BROOKLYN NYCard 1231",24.62,Posted,2792.6,2024-04-01,24.62,"Withdrawal POS #000000804240/ETSY, INC. WWW.ETSY.COM/ BROOKLYN NYCard 1231",24.62
3/31/2024,Withdrawal POS #000000313260/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78,Posted,2817.22,2024-03-31,37.78,Withdrawal POS #000000031004/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78
3/29/2024,Withdrawal POS #000000210024/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,29.39,Posted,55.0,2024-03-29,29.39,Withdrawal POS #000000028242/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,29.39
3/29/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 03/28/24 0 4088852714 0 5818Card 1231,2.99,Posted,84.39,2024-03-29,2.99,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 01/08/24 0 4008756344 0 5818Card 2801,2.99
3/28/2024,Withdrawal Debit Card MC Debit Seminol/ZAPIER.COM/CHARGE SAN FRANCISC CADate 03/28/24 0 4088973131 0 5734Card 1231,59.87,Posted,87.38,2024-03-28,59.87,Withdrawal Debit Card MC Debit Seminol/ZAPIER.COM/CHARGE SAN FRANCISC CADate 03/28/24 0 4088973131 0 5734Card 1231,59.87
3/28/2024,"Recurring Withdrawal Debit Card - MC Debit Seminol/NOTION LABS, INC. SAN FRANCISC CADate 03/27/24 0 4087303943 0 7372Card 1231",10.0,Posted,147.25,2024-03-28,10.0,"Recurring Withdrawal Debit Card - MC Debit Seminol/NOTION LABS, INC. SAN FRANCISC CADate 12/02/24 0 4337878572 0 7372Card 1231",10.0
3/28/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 03/27/24 0 4087824766 0 5818Card 1231,7.99,Posted,157.25,2024-03-28,7.99,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 01/08/24 0 4008756344 0 5818Card 2801,7.49
3/27/2024,Withdrawal POS #000000030230/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,34.24,Posted,165.24,2024-03-27,34.24,Withdrawal POS #000000031004/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,34.24
3/27/2024,Withdrawal Bill Payment #000010368568/PAYPAL *IONOS INC 2211 North FirstSan Jose CACard 1231,17.0,Posted,-0.52,2024-03-27,17.0,Withdrawal Bill Payment #000003047046/PAYPAL *HOSTGATOR 2211 North FirstSan Jose CACard 1231,17.0
3/26/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/OPENAI SAN FRANCISC CADate 03/25/24 0 4085797776 0 5734Card 1231,7.0,Posted,16.48,2024-03-26,7.0,Withdrawal Debit Card MC Debit Seminol/OPENAI SAN FRANCISC CADate 02/16/24 0 4047896474 1 5734Card 1231,7.37
3/25/2024,Withdrawal POS #000000050354/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,7.07,Posted,23.48,2024-03-25,7.07,Withdrawal POS #000000031004/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,7.07
3/25/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/FS *ADOBE SANTA BARBAR CADate 03/24/24 0 4084969709 0 5734Card 1231,0.95,Posted,30.55,2024-03-25,0.95,Recurring Withdrawal Debit Card - MC Debit Seminol/FS *CONTEXTSFORMAC SANTA BARBAR CADate 02/16/24 0 4047893711 1 5734Card 1231,0.95
3/24/2024,Withdrawal POS #000000933167/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,11.81,Posted,31.5,2024-03-24,11.81,Withdrawal POS #000000616677/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,11.81
3/24/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/RUNWAY STANDARD PLAN NEWARK DEDate 03/22/24 0 4082877888 1 5734Card 1231,15.0,Posted,43.31,2024-03-24,15.0,Recurring Withdrawal Debit Card - MC Debit Seminol/RUNWAY STANDARD PLAN NEWARK DEDate 12/15/24 0 4350745942 1 5734Card 1231,15.0
3/24/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/VIDIQ SAN FRANCISC CADate 03/23/24 0 4083879208 0 5734Card 1231,10.0,Posted,58.31,2024-03-24,10.0,Withdrawal Debit Card MC Debit Seminol/VIDIQ SAN FRANCISC CADate 12/03/24 0 4338664809 1 5734Card 1231,10.0
3/24/2024,Withdrawal POS #000000892167/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,12.07,Posted,68.31,2024-03-24,12.07,Withdrawal POS #000000778591/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,12.07
3/22/2024,"Recurring Withdrawal Debit Card - MC Debit Seminol/AIPRM, CORP. WILMINGTON DEDate 03/21/24 0 4081866631 0 5734Card 1231",9.71,Posted,80.38,2024-03-22,9.71,"Withdrawal Debit Card MC Debit Seminol/AIPRM, CORP. WILMINGTON DEDate 01/26/24 0 4026718596 1 5734Card 1231",9.71
3/22/2024,Withdrawal Bill Payment #000009082470/PAYPAL *IONOS INC 2211 North FirstSan Jose CACard 1231,7.0,Posted,90.09,2024-03-22,7.0,Withdrawal Bill Payment #000003047046/PAYPAL *HOSTGATOR 2211 North FirstSan Jose CACard 1231,7.0
3/21/2024,Withdrawal ATM Fee/EFT 3401 W University Ave Gainesville FLCard 1231,2.0,Posted,97.09,2024-03-21,2.0,"Withdrawal ATM Fee/EFT 3401 W University Ave Gainesville FL
Card 1247",2.0
3/21/2024,Withdrawal at ATM #000000029376/EFT 3401 W University Ave Gainesville FLCard 1231,8.0,Posted,99.09,2024-03-21,8.0,"Withdrawal at ATM #000000776623/EFT 3401 W University Ave Gainesville FL
Card 1247",8.0
3/21/2024,Withdrawal POS #000000731021/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78,Posted,107.09,2024-03-21,37.78,Withdrawal POS #000000031004/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78
3/21/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/CANVA* I04096-42257036 CAMDEN DEDate 03/20/24 0 4080874207 0 7221Card 1231,12.99,Posted,144.87,2024-03-21,12.99,Recurring Withdrawal Debit Card - MC Debit Seminol/CANVA* I04249-43399962 CAMDEN DEDate 08/20/24 0 4233594945 0 7221Card 1231,12.99
3/21/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/TUBEBUDDYCOM 8668823239 CADate 03/20/24 0 4080896528 0 5045Card 1231,7.5,Posted,157.86,2024-03-21,7.5,Recurring Withdrawal Debit Card - MC Debit Seminol/TUBEBUDDYCOM* 8668823239 CADate 12/03/24 0 4338443995 0 5045Card 1231,7.5
3/20/2024,Withdrawal Debit Card MC Debit Seminol/PRINTIFY.COM WILMINGTON DEDate 03/19/24 0 4079795188 0 7333Card 1231,12.74,Posted,65.36,2024-03-20,12.74,Withdrawal Debit Card MC Debit Seminol/PRINTIFY.COM WILMINGTON DEDate 03/19/24 0 4079795188 0 7333Card 1231,12.74
3/20/2024,Withdrawal POS #000003210549/GOOGLE *YouTubePremium 1600 AmphitheatreParkw Mountain View CACard 1231,15.92,Posted,78.1,2024-03-20,15.92,"Withdrawal POS #000020312090/GOOGLE *YouTubePremium 1600 Amphitheatre
Parkw Mountain View CA
Card 1247",15.92
3/19/2024,Withdrawal POS #000000736878/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78,Posted,94.02,2024-03-19,37.78,Withdrawal POS #000000778591/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,38.010000000000005
3/19/2024,Withdrawal Debit Card MC Debit Seminol/CHIPOTLE ONLINE CHIPOTLE.COM CADate 03/18/24 0 4078974465 0 5814Card 1231,17.84,Posted,131.8,2024-03-19,17.84,Withdrawal Debit Card MC Debit Seminol/CHIPOTLE ONLINE CHIPOTLE.COM CADate 05/14/24 0 4135921741 0 5814Card 1231,17.66
3/19/2024,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinskiEntry Class Code: WEB,34.0,Posted,149.64,2024-03-19,34.0,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinski,34.5
3/19/2024,Withdrawal Bill Payment #000003021539/PAYPAL *HOSTGATOR 2211 North FirstSan Jose CACard 1231,15.99,Posted,183.64,2024-03-19,15.99,Withdrawal Bill Payment #000003047046/PAYPAL *HOSTGATOR 2211 North FirstSan Jose CACard 1231,15.995000000000001
3/18/2024,Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 03/17/24 0 4077994868 0 5815Card 1231,0.06,Posted,199.63,2024-03-18,0.06,Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 05/13/24 0 4134864561 0 5734Card 1231,0.19142857142857142
3/18/2024,Withdrawal Debit Card MC Debit Seminol/PHOTOPEA.COM KOSTELEC NAD CZDate 03/17/24 0 4077994868 0 5815Card 1231,7.85,Posted,199.69,2024-03-18,7.85,Withdrawal Debit Card MC Debit Seminol/PHOTOPEA.COM KOSTELEC NAD CZDate 04/16/24 0 4107738492 1 5815Card 1231,7.765
3/18/2024,Withdrawal Debit Card MC Debit Seminol/ELEVENLABS.IO NEW YORK NYDate 03/17/24 0 4077908969 0 5734Card 1231,11.0,Posted,207.54,2024-03-18,11.0,Recurring Withdrawal Debit Card - MC Debit Seminol/ELEVENLABS.IO NEW YORK NYDate 04/17/24 0 4108862142 0 5734Card 1231,11.0
3/17/2024,Withdrawal POS #000000000082/CIRCLE K # 26146 3525 GAINESVILLE FLCard 1231,26.57,Posted,218.54,2024-03-17,26.57,Withdrawal POS #000000000343/CIRCLE K # 06782 5237 GAINESVILLE FLCard 1247,26.395
3/17/2024,Withdrawal Debit Card MC Debit Seminol/LINKTREE* LINKTREE DOVER DEDate 03/17/24 0 4077836772 0 7399Card 1231,9.0,Posted,245.11,2024-03-17,9.0,Recurring Withdrawal Debit Card - MC Debit Seminol/LINKTREE* LINKTREE DOVER DEDate 04/16/24 0 4107289275 0 7399Card 1231,9.0
3/17/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/MYDESIGNS - PRO - MON LAS VEGAS NVDate 03/16/24 0 4076835673 0 5734Card 1231,29.99,Posted,254.11,2024-03-17,29.99,Recurring Withdrawal Debit Card - MC Debit Seminol/MYDESIGNS.IO LAS VEGAS NVDate 10/18/24 0 4292077676 2 5734Card 1231,29.99
3/17/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* LEONARDOAI ASTORIA NYDate 03/16/24 0 4076599401 0 5817Card 1231,9.0,Posted,284.1,2024-03-17,9.0,Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* LEONARDOAI ASTORIA NYDate 12/16/24 0 4351323834 0 5817Card 1231,9.0
3/17/2024,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 03/17/24 0 4077006794 1 5734Card 1231,0.06,Posted,293.1,2024-03-17,0.06,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 06/15/24 0 4167922806 1 5734Card 1231,0.08
3/17/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/IDEOGRAM.AI TORONTO ONDate 03/17/24 0 4077006794 1 5734Card 1231,8.0,Posted,293.16,2024-03-17,8.0,Withdrawal Debit Card MC Debit Seminol/IDEOGRAM.AI TORONTO ONDate 04/15/24 0 4106835174 0 5734Card 1231,8.190000000000001
3/17/2024,Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 03/17/24 0 4077006793 1 5734Card 1231,0.39,Posted,301.16,2024-03-17,0.39,Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 05/13/24 0 4134864561 0 5734Card 1231,0.19142857142857142
3/17/2024,Withdrawal Debit Card MC Debit Seminol/BROWSE.AI PLAN BURNABY BCDate 03/17/24 0 4077006793 1 5734Card 1231,48.75,Posted,301.55,2024-03-17,48.75,Recurring Withdrawal Debit Card - MC Debit Seminol/BROWSE.AI PLAN BURNABY BCDate 04/17/24 0 4108978435 0 5734Card 1231,48.75
3/17/2024,Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 03/16/24 0 4076002444 1 5912Card 1231,19.99,Posted,350.3,2024-03-17,19.99,Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 12/27/24 0 4362000611 2 5912Card 1231,19.99
3/17/2024,Withdrawal POS #031705851390/PAYPAL *FASTSPRING 2211 North FirstSan Jose CACard 1231,15.0,Posted,370.29,2024-03-17,15.0,Withdrawal POS #041705070341/PAYPAL *FASTSPRING 2211 North FirstSan Jose CACard 1231,15.0
3/17/2024,Withdrawal POS #000006228614/PAYPAL *HAVOCMARKET HAVOC 2211 NorthStreet San Jose CACard 1231,1.49,Posted,385.29,2024-03-17,1.49,Withdrawal POS #000006228614/PAYPAL *HAVOCMARKET HAVOC 2211 NorthStreet San Jose CACard 1231,1.49
