Post Date,Description,Debit,Status,Balance
4/24/2024,Withdrawal POS #000002059014/PAYPAL *ETSY INC 2211 North First StreetSan Jose CACard 1231,19.76,Posted,328.96
4/24/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/GUMROAD.COM/C* AUCTOR SAN FRANCISC CADate 04/24/24 0 4115942524 0 5192Card 1231,5.35,Posted,348.72
4/24/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/GUMROAD.COM/C* AUCTOR SAN FRANCISC CADate 04/24/24 0 4115942523 0 5192Card 1231,5.35,Posted,354.07
4/24/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/VIDIQ SAN FRANCISC CADate 04/23/24 0 4114819971 0 5734Card 1231,10,Posted,359.42
4/24/2024,Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 04/23/24 0 4114819674 0 7392Card 1231,0.08,Posted,369.42
4/24/2024,Withdrawal Debit Card MC Debit Seminol/WWW.GLH-GR* BUSINESS A LONDON LNDate 04/23/24 0 4114819674 0 7392Card 1231,10,Posted,369.5
4/24/2024,Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 04/23/24 0 4114819673 0 7392Card 1231,0.04,Posted,379.5
4/24/2024,Withdrawal Debit Card MC Debit Seminol/WWW.GLH-GR* BUSINESS A LONDON LNDate 04/23/24 0 4114819673 0 7392Card 1231,5,Posted,379.54
4/23/2024,Withdrawal Debit Card MC Debit Seminol/AIRTABLE.COM/BILL SAN FRANCISC CADate 04/23/24 0 4114941463 0 7372Card 1231,24,Posted,384.54
4/23/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/OPENAI SAN FRANCISC CADate 04/23/24 0 4114941406 0 5734Card 1231,15.03,Posted,408.54
4/23/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/RUNWAY STANDARD PLAN NEWARK DEDate 04/22/24 0 4113848879 0 5734Card 1231,15,Posted,423.57
4/23/2024,Withdrawal POS #000000851229/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,27.17,Posted,438.57
4/22/2024,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinskiEntry Class Code: WEB,65,Posted,465.74
4/22/2024,Withdrawal Bill Payment #000007322712/PAYPAL *IONOS INC 2211 North FirstSan Jose CACard 1231,7,Posted,530.74
4/21/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/CANVA* I04127-28722894 CAMDEN DEDate 04/20/24 0 4111985987 0 7221Card 1231,12.99,Posted,537.74
4/21/2024,Withdrawal Debit Card MC Debit Seminol/CIRCLE K # 26146 GAINESVILLE FLDate 04/18/24 0 4109064505 2 5499Card 1231,9.02,Posted,550.73
4/21/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/TUBEBUDDYCOM 8668823239 CADate 04/20/24 0 4111932836 0 5734Card 1231,7.5,Posted,559.75
4/20/2024,Withdrawal POS #000003089132/GOOGLE *YouTubePremium 1600 AmphitheatreParkw Mountain View CACard 1231,15.92,Posted,567.25
4/19/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/WORDPRESS 6ZJ0S7Z01P SAN FRANCISC CADate 04/18/24 0 4109333578 0 7372Card 1231,9,Posted,583.17
4/19/2024,Withdrawal Bill Payment #000003047046/PAYPAL *HOSTGATOR 2211 North FirstSan Jose CACard 1231,15.99,Posted,592.17
4/18/2024,Withdrawal POS #000000051270/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,34.24,Posted,608.16
4/18/2024,"Recurring Withdrawal Debit Card - MC Debit Seminol/PROMPT HUNT, INC. LOS ANGELES CADate 04/18/24 0 4109016478 1 5734Card 1231",1.99,Posted,642.4
4/18/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/ELEVENLABS.IO NEW YORK NYDate 04/17/24 0 4108862142 0 5734Card 1231,22,Posted,644.39
4/18/2024,Withdrawal Debit Card MC Debit Seminol/CHIPOTLE ONLINE CHIPOTLE.COM CADate 04/17/24 0 4108013128 1 5814Card 1231,18,Posted,666.39
4/18/2024,Withdrawal POS #000000805331/IC* INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,77.14,Posted,684.39
4/17/2024,Recurring Withdrawal Adjustment - Debit Card Credit Voucher/APPLE.COM/BILL 866-712-7753 CADate 04/17/24 0 4108973748 0 5818Card 1231,,Posted,761.53
4/17/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/LINKTREE* LINKTREE DOVER DEDate 04/16/24 0 4107289275 0 7399Card 1231,9,Posted,759.32
4/17/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/SUPERPOWER CHATGPT MIDDLETOWN DEDate 04/17/24 0 4108980411 0 5734Card 1231,15,Posted,768.32
4/17/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/OPENAI SAN FRANCISC CADate 04/16/24 0 4107145993 0 5734Card 1231,10,Posted,783.32
4/17/2024,Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 04/16/24 0 4107738492 1 5815Card 1231,0.06,Posted,793.32
4/17/2024,Withdrawal Debit Card MC Debit Seminol/PHOTOPEA.COM KOSTELEC NAD CZDate 04/16/24 0 4107738492 1 5815Card 1231,7.68,Posted,793.38
4/17/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/MYDESIGNS - PRO - MON LAS VEGAS NVDate 04/16/24 0 4107736414 1 5734Card 1231,29.99,Posted,801.06
4/17/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* LEONARDOAI ASTORIA NYDate 04/16/24 0 4107288953 0 5817Card 1231,9,Posted,831.05
4/17/2024,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 04/17/24 0 4108978436 0 5734Card 1231,0.16,Posted,840.05
4/17/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/IDEOGRAM.AI TORONTO ONDate 04/17/24 0 4108978436 0 5734Card 1231,20,Posted,840.21
4/17/2024,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 04/17/24 0 4108978435 0 5734Card 1231,0.39,Posted,860.21
4/17/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/BROWSE.AI PLAN BURNABY BCDate 04/17/24 0 4108978435 0 5734Card 1231,48.75,Posted,860.6
4/17/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 04/17/24 0 4108973709 0 5818Card 1231,6.99,Posted,909.35
4/17/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 04/17/24 0 4108973707 0 5818Card 1231,10.99,Posted,916.34
4/17/2024,Withdrawal POS #041705070341/PAYPAL *FASTSPRING 2211 North FirstSan Jose CACard 1231,15,Posted,927.33
4/17/2024,Withdrawal POS #000000796638/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,41.1,Posted,942.33
4/16/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* SETAPP ASTORIA NYDate 04/15/24 0 4106277865 0 5817Card 1231,12.49,Posted,983.43
4/16/2024,Withdrawal Debit Card MC Debit Seminol/LYFT *2 RIDES 04-14 SAN FRANCISC CADate 04/15/24 0 4106835374 0 4121Card 1231,31.52,Posted,995.92
4/16/2024,Withdrawal Debit Card MC Debit Seminol/IDEOGRAM.AI TORONTO ONDate 04/15/24 0 4106835174 0 5734Card 1231,0.58,Posted,1027.44
4/16/2024,Withdrawal POS #000006227588/PAYPAL *SOCIALBLADE 2211 North FirstStreet San Jose CACard 1231,3.99,Posted,1028.02
4/16/2024,Withdrawal POS #000000665593/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.42,Posted,1032.01
4/15/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/MIDJOURNEY INC. SOUTH SAN FR CADate 04/14/24 0 4105078963 1 5734Card 1231,10,Posted,1069.43
4/15/2024,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 04/15/24 0 4106077756 1 5734Card 1231,0.13,Posted,1079.43
4/15/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/VANCEAI CENTRAL HODate 04/15/24 0 4106077756 1 5734Card 1231,15.9,Posted,1079.56
4/15/2024,Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 04/14/24 0 4105827629 0 5912Card 1231,16.39,Posted,1095.46
4/15/2024,Withdrawal POS #000001042040/PAYPAL *PLAYSTATION 2211 North FirstStreet San Jose CACard 1231,14.99,Posted,1111.85
4/15/2024,Withdrawal POS #000012007844/PAYPAL *PLAYSTATION 2211 North FirstStreet San Jose CACard 1231,24.99,Posted,1126.84
4/14/2024,Withdrawal POS #000000590860/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,25.96,Posted,1151.83
4/14/2024,Withdrawal Debit Card MC Debit Seminol/LYFT *2 RIDES 04-11 SAN FRANCISC CADate 04/12/24 0 4103370191 0 4121Card 1231,38.92,Posted,1177.79
4/14/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 04/13/24 0 4104933092 1 5818Card 1231,22.47,Posted,1216.71
4/12/2024,Withdrawal POS #000000773144/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,5,Posted,1239.18
4/12/2024,Withdrawal POS #000000772370/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,90,Posted,1244.18
4/12/2024,Withdrawal POS #000000518066/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,30.7,Posted,1334.18
4/10/2024,Withdrawal POS #000000618024/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78,Posted,1364.88
4/10/2024,"Deposit Home Banking Transfer/From CHAPLINSKI,LEON 3496297 Share 0000Funds Transfer via Mobile",,Posted,1402.66
4/10/2024,Withdrawal Debit Card MC Debit Seminol/LYFT *1 RIDE 04-08 SAN FRANCISC CADate 04/09/24 0 4100802332 0 4121Card 1231,8.67,Posted,902.66
4/10/2024,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinskiEntry Class Code: WEB,49,Posted,911.33
4/9/2024,Withdrawal POS #000000000009/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,3,Posted,960.33
4/9/2024,Withdrawal POS #000000804440/INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,89.91,Posted,963.33
4/8/2024,Withdrawal ATM Fee/FLUENT DISPE-375207 3400 SW 34TH STREETGAINESVILLE FLCard 1231,2,Posted,1053.24
4/8/2024,Withdrawal at ATM #000000001720/FLUENT DISPE-375207 3400 SW 34TH STREETGAINESVILLE FLCard 1231,23,Posted,1055.24
4/8/2024,Withdrawal ATM Fee/INQ FLUENT DISPE-375207 3400 SW 34THSTREET GAINESVILLE FLCard 1231,1,Posted,1078.24
4/8/2024,Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 04/07/24 0 4098790166 0 5912Card 1231,23.78,Posted,1079.24
4/7/2024,Withdrawal POS #000000000072/IC* INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,5,Posted,1103.02
4/7/2024,Withdrawal POS #000000000004/IC* INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,56.68,Posted,1108.02
4/7/2024,Withdrawal POS #000000372860/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78,Posted,1164.7
4/6/2024,Recurring Withdrawal Bill Payment - #000000078357/NETFLIX COM LOS GATOS CACard 1231,13.81,Posted,1202.48
4/5/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/CHATGPT SUBSCRIPTION SAN FRANCISC CADate 04/04/24 0 4095278410 0 5734Card 1231,20,Posted,1216.29
4/5/2024,Withdrawal Debit Card MC Debit Seminol/COX GAINESVILLE COMM 800-234-3993 FLDate 04/04/24 0 4095901317 0 4899Card 1231,126.13,Posted,1236.29
4/5/2024,Withdrawal Bill Payment #000009078159/PAYPAL *PARAMNTPLUS 2211 North FirstStreet San Jose CACard 1231,13.81,Posted,1362.42
4/4/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL CUPERTINO CADate 04/03/24 0 4094830660 0 5735Card 1231,2.99,Posted,1376.23
4/4/2024,Withdrawal Bill Payment #000000253521/GRU EZ PAY 301 SE 4TH AVE US GAINESVILLEFLCard 1231,137.08,Posted,1379.22
4/3/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/DOCSIUM.COM SANTA CLARA CADate 04/02/24 0 4093105111 1 5734Card 1231,10,Posted,1516.3
4/3/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/INVIDEO INC COUNTRY OF S DEDate 04/02/24 0 4093284762 0 5734Card 1231,50,Posted,1526.3
4/3/2024,"Recurring Withdrawal Bill Payment - #000000782876/ADOBE PARK AVENUE,345 SAN JOSE CACard 1231",19.99,Posted,1576.3
4/3/2024,Withdrawal ACH Watson Realty Co/TYPE: WEB PMTS ID: 9000321157CO: Watson Realty CoNAME: Steven chaplinskiEntry Class Code: WEB,1079,Posted,1596.29
4/3/2024,"Withdrawal ACH AppFolio, Inc. F/TYPE: WEB PMTS ID: 9001406550CO: AppFolio, Inc. FNAME: Steven chaplinskiEntry Class Code: WEB",2.49,Posted,2675.29
4/2/2024,Withdrawal Bill Payment #000011239590/PAYPAL *SPOTIFYUSAI 2211 North FirstStreet San Jose CACard 1231,6.82,Posted,2677.78
4/1/2024,Withdrawal POS #000000776580/IC* INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,5,Posted,2684.6
4/1/2024,Withdrawal POS #000000000006/IC* INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,103,Posted,2689.6
4/1/2024,"Withdrawal POS #000000804240/ETSY, INC. WWW.ETSY.COM/ BROOKLYN NYCard 1231",24.62,Posted,2792.6
3/31/2024,Withdrawal POS #000000313260/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78,Posted,2817.22
3/31/2024,"Deposit Home Banking Transfer expenses/From CHAPLINSKI,LEON 3496297 Share 0090",,Posted,2855
3/29/2024,Withdrawal POS #000000210024/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,29.39,Posted,55
3/29/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 03/28/24 0 4088852714 0 5818Card 1231,2.99,Posted,84.39
3/28/2024,Withdrawal Debit Card MC Debit Seminol/ZAPIER.COM/CHARGE SAN FRANCISC CADate 03/28/24 0 4088973131 0 5734Card 1231,59.87,Posted,87.38
3/28/2024,"Recurring Withdrawal Debit Card - MC Debit Seminol/NOTION LABS, INC. SAN FRANCISC CADate 03/27/24 0 4087303943 0 7372Card 1231",10,Posted,147.25
3/28/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 03/27/24 0 4087824766 0 5818Card 1231,7.99,Posted,157.25
3/27/2024,Withdrawal POS #000000030230/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,34.24,Posted,165.24
3/27/2024,"Deposit Home Banking Transfer expenses/From CHAPLINSKI,LEON 3496297 Share 0090",,Posted,199.48
3/27/2024,Withdrawal Bill Payment #000010368568/PAYPAL *IONOS INC 2211 North FirstSan Jose CACard 1231,17,Posted,-0.52
3/26/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/OPENAI SAN FRANCISC CADate 03/25/24 0 4085797776 0 5734Card 1231,7,Posted,16.48
3/25/2024,Withdrawal POS #000000050354/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,7.07,Posted,23.48
3/25/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/FS *ADOBE SANTA BARBAR CADate 03/24/24 0 4084969709 0 5734Card 1231,0.95,Posted,30.55
3/24/2024,Withdrawal POS #000000933167/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,11.81,Posted,31.5
3/24/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/RUNWAY STANDARD PLAN NEWARK DEDate 03/22/24 0 4082877888 1 5734Card 1231,15,Posted,43.31
3/24/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/VIDIQ SAN FRANCISC CADate 03/23/24 0 4083879208 0 5734Card 1231,10,Posted,58.31
3/24/2024,Withdrawal POS #000000892167/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,12.07,Posted,68.31
3/22/2024,"Recurring Withdrawal Debit Card - MC Debit Seminol/AIPRM, CORP. WILMINGTON DEDate 03/21/24 0 4081866631 0 5734Card 1231",9.71,Posted,80.38
3/22/2024,Withdrawal Bill Payment #000009082470/PAYPAL *IONOS INC 2211 North FirstSan Jose CACard 1231,7,Posted,90.09
3/21/2024,Withdrawal ATM Fee/EFT 3401 W University Ave Gainesville FLCard 1231,2,Posted,97.09
3/21/2024,Withdrawal at ATM #000000029376/EFT 3401 W University Ave Gainesville FLCard 1231,8,Posted,99.09
3/21/2024,Withdrawal POS #000000731021/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78,Posted,107.09
3/21/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/CANVA* I04096-42257036 CAMDEN DEDate 03/20/24 0 4080874207 0 7221Card 1231,12.99,Posted,144.87
3/21/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/TUBEBUDDYCOM 8668823239 CADate 03/20/24 0 4080896528 0 5045Card 1231,7.5,Posted,157.86
3/21/2024,"Deposit Home Banking Transfer cbd/From CHAPLINSKI,LEON 3496297 Share 0090",,Posted,165.36
3/20/2024,Withdrawal Debit Card MC Debit Seminol/PRINTIFY.COM WILMINGTON DEDate 03/19/24 0 4079795188 0 7333Card 1231,12.74,Posted,65.36
3/20/2024,Withdrawal POS #000003210549/GOOGLE *YouTubePremium 1600 AmphitheatreParkw Mountain View CACard 1231,15.92,Posted,78.1
3/19/2024,Withdrawal POS #000000736878/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78,Posted,94.02
3/19/2024,Withdrawal Debit Card MC Debit Seminol/CHIPOTLE ONLINE CHIPOTLE.COM CADate 03/18/24 0 4078974465 0 5814Card 1231,17.84,Posted,131.8
3/19/2024,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinskiEntry Class Code: WEB,34,Posted,149.64
3/19/2024,Withdrawal Bill Payment #000003021539/PAYPAL *HOSTGATOR 2211 North FirstSan Jose CACard 1231,15.99,Posted,183.64
3/18/2024,Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 03/17/24 0 4077994868 0 5815Card 1231,0.06,Posted,199.63
3/18/2024,Withdrawal Debit Card MC Debit Seminol/PHOTOPEA.COM KOSTELEC NAD CZDate 03/17/24 0 4077994868 0 5815Card 1231,7.85,Posted,199.69
3/18/2024,Withdrawal Debit Card MC Debit Seminol/ELEVENLABS.IO NEW YORK NYDate 03/17/24 0 4077908969 0 5734Card 1231,11,Posted,207.54
3/17/2024,Withdrawal POS #000000000082/CIRCLE K # 26146 3525 GAINESVILLE FLCard 1231,26.57,Posted,218.54
3/17/2024,Withdrawal Debit Card MC Debit Seminol/LINKTREE* LINKTREE DOVER DEDate 03/17/24 0 4077836772 0 7399Card 1231,9,Posted,245.11
3/17/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/MYDESIGNS - PRO - MON LAS VEGAS NVDate 03/16/24 0 4076835673 0 5734Card 1231,29.99,Posted,254.11
3/17/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/PADDLE.NET* LEONARDOAI ASTORIA NYDate 03/16/24 0 4076599401 0 5817Card 1231,9,Posted,284.1
3/17/2024,Recurring Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 03/17/24 0 4077006794 1 5734Card 1231,0.06,Posted,293.1
3/17/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/IDEOGRAM.AI TORONTO ONDate 03/17/24 0 4077006794 1 5734Card 1231,8,Posted,293.16
3/17/2024,Withdrawal Debit Card Fee/MASTERCARD ISSUER CROSS-BORDER FEEDate 03/17/24 0 4077006793 1 5734Card 1231,0.39,Posted,301.16
3/17/2024,Withdrawal Debit Card MC Debit Seminol/BROWSE.AI PLAN BURNABY BCDate 03/17/24 0 4077006793 1 5734Card 1231,48.75,Posted,301.55
3/17/2024,Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 03/16/24 0 4076002444 1 5912Card 1231,19.99,Posted,350.3
3/17/2024,Withdrawal POS #031705851390/PAYPAL *FASTSPRING 2211 North FirstSan Jose CACard 1231,15,Posted,370.29
3/17/2024,Withdrawal POS #000006228614/PAYPAL *HAVOCMARKET HAVOC 2211 NorthStreet San Jose CACard 1231,1.49,Posted,385.29
3/17/2024,Withdrawal POS #000001014760/PAYPAL *PLAYSTATION 2211 North FirstStreet San Jose CACard 1231,14.99,Posted,386.78
3/17/2024,Withdrawal POS #000009276996/PAYPAL *PLAYSTATION 2211 North FirstStreet San Jose CACard 1231,39.99,Posted,401.77
3/16/2024,Withdrawal POS #000000697185/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,14.15,Posted,441.76
3/16/2024,Withdrawal POS #000006245883/PAYPAL *SOCIALBLADE 2211 North FirstStreet San Jose CACard 1231,3.99,Posted,455.91
3/16/2024,"Deposit Home Banking Transfer Maverick/From CHAPLINSKI,LEON 3496297 Share 0000",,Posted,459.9
3/16/2024,Withdrawal POS #000065583144/URGENT VET- GAINESVILL 2680 CLARK BUTLERBLVD. GAINESVILLE FLCard 1231,154,Posted,309.9
3/14/2024,Withdrawal POS #000015057686/WALGREENS 2415 SW 75TH GAINESVILLE FLCard 1231,9.66,Posted,463.9
3/14/2024,Withdrawal POS #000000555763/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78,Posted,473.56
3/13/2024,Withdrawal POS #000000803119/IC* INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,3,Posted,511.34
3/13/2024,Withdrawal POS #000000782038/Instacart 50 Beal St Suite 600 SanFrancisco CACard 1231,24.94,Posted,514.34
3/13/2024,Withdrawal POS #000000782026/IC* INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,125,Posted,539.28
3/13/2024,Withdrawal POS #000000488663/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,29.5,Posted,664.28
3/13/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 03/13/24 0 4073882836 0 5818Card 1231,18.98,Posted,693.78
3/12/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/MIDJOURNEY INC. SOUTH SAN FR CADate 03/11/24 0 4071281515 0 5734Card 1231,30,Posted,712.76
3/12/2024,Withdrawal Debit Card MC Debit Seminol/SCRUBS CARWASH - GAINE GAINESVILLE FLDate 03/11/24 0 4071879202 0 7542Card 1231,3.5,Posted,742.76
3/11/2024,Withdrawal POS #000000514197/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,37.78,Posted,746.26
3/10/2024,Withdrawal Debit Card MC Debit Seminol/CHIPOTLE ONLINE CHIPOTLE.COM CADate 03/08/24 0 4068694631 2 5814Card 1231,34.68,Posted,784.04
3/10/2024,Withdrawal Debit Card MC Debit Seminol/WALGREENS #5024 GAINESVILLE FLDate 03/08/24 0 4068690235 2 5912Card 1231,10.81,Posted,818.72
3/9/2024,Withdrawal POS #000000000008/IC* INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,5,Posted,829.53
3/9/2024,Withdrawal POS #000000000065/IC* INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,163.69,Posted,834.53
3/8/2024,Withdrawal POS #000000221295/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,40.7,Posted,998.22
3/8/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 03/08/24 0 4068976803 0 5818Card 1231,2.99,Posted,1038.92
3/7/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/OPENAI SAN FRANCISC CADate 03/07/24 0 4067912809 0 5734Card 1231,7.74,Posted,1041.91
3/6/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/PIKA.ART MOUNTAIN VIE CADate 03/05/24 0 4065950684 0 5734Card 1231,10,Posted,1049.65
3/6/2024,Withdrawal ACH FLUENT-Gainesvil/TYPE: PAYMENT ID: 1371804719CO: FLUENT-GainesvilNAME: steven chaplinskiEntry Class Code: WEB,51.5,Posted,1059.65
3/6/2024,Recurring Withdrawal Bill Payment - #000000134816/NETFLIX COM LOS GATOS CACard 1231,13.81,Posted,1111.15
3/5/2024,Withdrawal POS #000000783607/IC* INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,5,Posted,1124.96
3/5/2024,Withdrawal POS #000000000040/IC* INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,136.27,Posted,1129.96
3/5/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/CHATGPT SUBSCRIPTION SAN FRANCISC CADate 03/04/24 0 4064324144 0 5734Card 1231,20,Posted,1266.23
3/5/2024,Withdrawal Debit Card MC Debit Seminol/COX GAINESVILLE COMM 800-234-3993 FLDate 03/04/24 0 4064754380 0 4899Card 1231,142.8,Posted,1286.23
3/4/2024,Withdrawal Bill Payment #000000378137/GRU EZ PAY 301 SE 4TH AVE US GAINESVILLEFLCard 1231,165.01,Posted,1429.03
3/4/2024,Withdrawal POS #000000246748/SUNOCO 8002212501 4234 SW 20TH AVEGAINESVILLE FLCard 1231,34.24,Posted,1594.04
3/4/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/APPLE.COM/BILL 866-712-7753 CADate 03/03/24 0 4063943695 0 5818Card 1231,2.99,Posted,1628.28
3/4/2024,Withdrawal ACH Watson Realty Co/TYPE: WEB PMTS ID: 9000321157CO: Watson Realty CoNAME: Steven chaplinskiEntry Class Code: WEB,1079,Posted,1631.27
3/4/2024,"Withdrawal ACH AppFolio, Inc. F/TYPE: WEB PMTS ID: 9001406550CO: AppFolio, Inc. FNAME: Steven chaplinskiEntry Class Code: WEB",2.49,Posted,2710.27
3/3/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/INVIDEO INC COUNTRY OF S DEDate 03/02/24 0 4062554503 0 5734Card 1231,50,Posted,2712.76
3/3/2024,Recurring Withdrawal Debit Card - MC Debit Seminol/DOCSIUM.COM SANTA CLARA CADate 03/02/24 0 4062554502 0 5734Card 1231,10,Posted,2762.76
3/3/2024,"Withdrawal Bill Payment #000000795978/Adobe Park Avenue,345 San Jose CACard 1231",19.99,Posted,2772.76
3/2/2024,Withdrawal Bill Payment #030210607517/PAYPAL *SPOTIFYUSAI 2211 North FirstStreet San Jose CACard 1231,6.82,Posted,2792.75
3/1/2024,"Withdrawal POS #000000784744/ETSY, INC. WWW.ETSY.COM/ BROOKLYN NYCard 1231",17.44,Posted,2799.57
2/29/2024,Withdrawal POS #000000785940/IC* INSTACART*159 WWW.INSTACART.COM/ SANFRANCISCO CACard 1231,3,Posted,2817.01
