Post Date,Check,Description,Debit,Credit,Status,Balance,date,amount,vendor_group,amount_grouped
1/26/2021,,Withdrawal ACH OMNYEX ECOMMERCE/CO: OMNYEX ECOMMERCE DMCCTYPE: IAT PAYPAL ID: 770510487CEntry Class Code: IAT,49.67,,Posted,1241.66,2021-01-26,49.67,Withdrawal ACH OMNYEX ECOMMERCE/CO: OMNYEX ECOMMERCE DMCCTYPE: IAT PAYPAL ID: 770510487CEntry Class Code: IAT,49.67
1/26/2021,,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPALEntry Class Code: WEB,69.98,,Posted,1291.33,2021-01-26,69.98,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPALEntry Class Code: WEB,69.98
1/26/2021,,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270CO: DISCOVEREntry Class Code: WEB,55.0,,Posted,1361.31,2021-01-26,55.0,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270CO: DISCOVEREntry Class Code: WEB,55.0
1/26/2021,,Withdrawal ACH WAWA CREDIT CARD/TYPE: ONLINE PMT ID: CITICTPCO: WAWA CREDIT CARDEntry Class Code: WEB,45.0,,Posted,1416.31,2021-01-26,45.0,Withdrawal ACH WAWA CREDIT CARD/TYPE: PAYMENT ID: CITIGPUFDRCO: WAWA CREDIT CARDEntry Class Code: PPD,45.0
1/26/2021,,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPALEntry Class Code: WEB,10.66,,Posted,1461.31,2021-01-26,10.66,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPALEntry Class Code: WEB,10.88
1/25/2021,,Withdrawal at ATM #000000000882/CAMPUS 1900 SW 34TH ST GAINESVILLE FLCard 1140,120.0,,Posted,1471.97,2021-01-25,120.0,Withdrawal at ATM #000000008812/CAMPUS 1900 SW 34TH ST GAINESVILLE FLCard 1140,120.0
1/25/2021,,Withdrawal Debit Card Signature Debit/PRIVATEINTERNETACCESS WWW.PRIVATEIN CODate 01/24/21 0 1024716002 0 5734Card 1140,9.95,,Posted,91.97,2021-01-25,9.95,Withdrawal Debit Card Signature Debit/PRIVATEINTERNETACCESS WWW.PRIVATEIN CODate 01/24/21 0 1024716002 0 5734Card 1140,9.95
1/24/2021,,Withdrawal POS #000000060308/PUBLIX 3930 SW ARCHER ROA GAINESVILLE FLCard 1140,33.72,,Posted,101.92,2021-01-24,33.72,Withdrawal POS #000000116993/PUBLIX 3930 SW ARCHER ROA GAINESVILLE FLCard 1140,33.923333333333325
1/21/2021,,Recurring Withdrawal Debit Card - Signature Debit/DisneyPLUS 888-9057888 CADate 01/20/21 0 1020042692 3 5815Card 1140,8.03,,Posted,135.64,2021-01-21,8.03,Recurring Withdrawal Debit Card - Signature Debit/DisneyPLUS 888-9057888 CADate 01/20/21 0 1020042692 3 5815Card 1140,8.03
1/21/2021,,Withdrawal Debit Card Signature Debit/PIZZA HUT 27918 https://ipcha FLDate 01/20/21 0 1020658789 3 5812Card 1140,28.18,,Posted,143.67,2021-01-21,28.18,Withdrawal Debit Card Signature Debit/PIZZA HUT 27918 https://ipcha FLDate 01/20/21 0 1020658789 3 5812Card 1140,28.18
1/21/2021,,Withdrawal Debit Card Signature Debit/VALENCIA COL TUITION 407-582-1200 FLDate 01/20/21 0 1020526264 1 8220Card 1140,3.0,,Posted,171.85,2021-01-21,3.0,Withdrawal Debit Card Signature Debit/VALENCIA COL TUITION 407-582-1200 FLDate 02/03/21 0 1034400793 1 8220Card 1140,3.0
1/21/2021,,Withdrawal Debit Card Fee/VISA INTERNATIONAL SERVICE ASSESSMENTDate 01/19/21Card 1140,0.02,,Posted,174.85,2021-01-21,0.02,Withdrawal Debit Card Fee/VISA INTERNATIONAL SERVICE ASSESSMENTDate 02/18/21Card 1140,0.08
1/21/2021,,Withdrawal Debit Card Signature Debit/PAYPAL *CHARIZ 4029357733 AUDate 01/19/21 0 1019815671 3 5734Card 1140,1.99,,Posted,174.87,2021-01-21,1.99,Withdrawal Debit Card Signature Debit/PAYPAL *COCOATECH 402-935-7733 CADate 02/17/21 0 1048441651 0 5734Card 1140,1.99
1/20/2021,,Withdrawal POS #000000055460/PUBLIX 125 SW 34TH ST GAINESVILLE FLCard 1140,29.37,,Posted,77.86,2021-01-20,29.37,Withdrawal POS #000000080373/PUBLIX 5200 S W 34TH STRE GAINESVILLE FLCard 1140,29.78333333333333
1/20/2021,,Withdrawal at ATM #000000005364/CAMPUS 5725 SW 75TH ST GAINESVILLE FLCard 1140,120.0,,Posted,107.23,2021-01-20,120.0,Withdrawal at ATM #000000005364/CAMPUS 5725 SW 75TH ST GAINESVILLE FLCard 1140,120.0
1/19/2021,,Withdrawal POS #000000848961/SHELL SERVICE STATION GAINESVILLE FLCard 1140,13.47,,Posted,54.23,2021-01-19,13.47,Withdrawal POS #000000848961/SHELL SERVICE STATION GAINESVILLE FLCard 1140,13.47
1/19/2021,,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPALEntry Class Code: WEB,78.21,,Posted,67.7,2021-01-19,78.21,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPALEntry Class Code: WEB,78.1
1/19/2021,,Withdrawal ACH TARGET DEBIT CRD/Location - TARGET -0687GAINESVILLE FL / Terminal ID: 173TYPE: ACH TRAN ID: 1410215170CO: TARGET DEBIT CRDEntry Class C,30.68,,Posted,145.91,2021-01-19,30.68,Withdrawal ACH TARGET DEBIT CRD/Location - TARGET -0687GAINESVILLE FL / Terminal ID: 071TYPE: ACH TRAN ID: 1410215170CO: TARGET DEBIT CRD,30.68
1/19/2021,,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPALEntry Class Code: WEB,14.99,,Posted,176.59,2021-01-19,14.99,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPALEntry Class Code: WEB,14.646666666666667
1/17/2021,,Withdrawal Debit Card Signature Debit/PAYPAL *ETSY 402-935-7733 NYDate 01/15/21 0 1015973311 7 5970Card 1140,35.99,,Posted,191.58,2021-01-17,35.99,Withdrawal Debit Card Signature Debit/PAYPAL *ETSY 402-935-7733 NYDate 01/15/21 0 1015973311 7 5970Card 1140,35.99
1/16/2021,,Withdrawal POS #000000076634/PUBLIX 3930 SW ARCHER ROA GAINESVILLE FLCard 1140,76.4,,Posted,227.57,2021-01-16,76.4,Withdrawal POS #000000116993/PUBLIX 3930 SW ARCHER ROA GAINESVILLE FLCard 1140,76.4
1/15/2021,231.0,Draft 231,850.0,,Posted,303.97,2021-01-15,850.0,Draft 237,850.0
1/15/2021,,Withdrawal Debit Card Signature Debit/PLAYSTATION NETWORK 800-345-7669 CADate 01/14/21 0 1014956750 4 5816Card 1140,39.99,,Posted,1153.97,2021-01-15,39.99,Withdrawal Debit Card Signature Debit/PLAYSTATION NETWORK 800-345-7669 CADate 02/13/21 0 1044014505 4 5816Card 1140,39.99
1/15/2021,,Withdrawal Debit Card Signature Debit/AMZN Mktp US*445QJ1OQ3 Amzn.com/bill WADate 01/14/21 0 1014794191 2 5942Card 1140,3.24,,Posted,1193.96,2021-01-15,3.24,Withdrawal Debit Card Signature Debit/AMZN Mktp US*BX8429043 Amzn.com/bill WADate 01/27/21 0 1027477510 4 5942Card 1140,3.24
1/15/2021,,Withdrawal Debit Card Signature Debit/COUNTRY CRITTERS - 3 GAINESVILLE FLDate 01/13/21 0 1013755966 4 0742Card 1140,284.94,,Posted,1197.2,2021-01-15,284.94,Withdrawal Debit Card Signature Debit/COUNTRY CRITTERS - 3 GAINESVILLE FLDate 01/13/21 0 1013755966 4 0742Card 1140,284.94
1/14/2021,,Withdrawal POS #000000785293/GATE 1445 GAINESVILLE FLCard 1140,15.53,,Posted,1069.14,2021-01-14,15.53,Withdrawal POS #000000737724/GATE 1445 GAINESVILLE FLCard 1140,15.53
1/14/2021,,Withdrawal at ATM #000000000023/CAMPUS 1900 SW 34TH ST GAINESVILLE FLCard 1140,160.0,,Posted,1084.67,2021-01-14,160.0,Withdrawal at ATM #000000008812/CAMPUS 1900 SW 34TH ST GAINESVILLE FLCard 1140,160.0
1/14/2021,,Withdrawal Debit Card Signature Debit/COUNTRY CRITTERS - 4 OCALA FLDate 01/12/21 0 1012710902 4 0742Card 1140,30.0,,Posted,1244.67,2021-01-14,30.0,Withdrawal Debit Card Signature Debit/COUNTRY CRITTERS - 4 OCALA FLDate 11/04/20 0 0309046964 5 0742Card 1140,30.0
1/14/2021,,Withdrawal ACH VERIZON WIRELESS/TYPE: PAYMENTS ID: 1223344794CO: VERIZON WIRELESSEntry Class Code: PPD,117.38,,Posted,1274.67,2021-01-14,117.38,Withdrawal ACH VERIZON WIRELESS/TYPE: PAYMENTS ID: 1223344794CO: VERIZON WIRELESSEntry Class Code: PPD,117.38
1/13/2021,,Withdrawal POS #000000034006/PUBLIX 3930 SW ARCHER ROA GAINESVILLE FLCard 1140,6.87,,Posted,1392.05,2021-01-13,6.87,Withdrawal POS #000000077534/PUBLIX 3930 SW ARCHER ROA GAINESVILLE FLCard 1140,6.87
1/13/2021,,Withdrawal POS #000000882351/CIRCLE K # 06782 GAINESVILLE FLCard 1140,18.77,,Posted,1398.92,2021-01-13,18.77,Withdrawal POS #000000882351/CIRCLE K # 06782 GAINESVILLE FLCard 1140,19.08
1/13/2021,,Withdrawal POS #000000146905/WALGREENS STORE 2415 SW 7 GAINESVILLE FLCard 1140,18.17,,Posted,1417.69,2021-01-13,18.17,Withdrawal POS #000000218861/WALGREENS STORE 2415 SW 7 GAINESVILLE FL Card 1140,18.6
1/13/2021,,Withdrawal POS #000000037324/WALGREENS STORE 2415 SW 7 GAINESVILLE FLCard 1140,2.13,,Posted,1435.86,2021-01-13,2.13,Withdrawal POS #000000305411/WALGREENS STORE 3455 SW A GAINESVILLE FLCard 1140,2.13
1/12/2021,,Withdrawal POS #000000075022/PUBLIX 3930 SW ARCHER ROA GAINESVILLE FLCard 1140,38.68,,Posted,1437.99,2021-01-12,38.68,Withdrawal POS #000000059255/PUBLIX 3930 SW ARCHER ROA GAINESVILLE FLCard 1140,38.68
1/11/2021,,Withdrawal POS #000000060900/WALGREENS STORE 2415 SW 7 GAINESVILLE FLCard 1140,6.41,,Posted,1476.67,2021-01-11,6.41,Withdrawal POS #000000305411/WALGREENS STORE 3455 SW A GAINESVILLE FLCard 1140,6.41
1/11/2021,,Withdrawal POS #000000597575/GATE 1445 GAINESVILLE FLCard 1140,11.4,,Posted,1483.08,2021-01-11,11.4,Withdrawal POS #000000737724/GATE 1445 GAINESVILLE FLCard 1140,11.4
1/11/2021,,Withdrawal/Cash Disbursed 40.00,40.0,,Posted,1494.48,2021-01-11,40.0,Withdrawal/Cash Disbursed 35.00,40.0
1/11/2021,,Withdrawal ACH PAYMENT FOR AMZ/TYPE: STORECARD ID: 9069872103CO: PAYMENT FOR AMZEntry Class Code: WEB,25.0,,Posted,1534.48,2021-01-11,25.0,Withdrawal ACH PAYMENT FOR AMZ/TYPE: STORECARD ID: 9069872103 CO: PAYMENT FOR AMZ Entry Class Code: WEB,25.0
1/10/2021,,Withdrawal POS #000000432658/WALGREENS STORE 2415 SW 7 GAINESVILLE FLCard 1140,33.26,,Posted,1559.48,2021-01-10,33.26,Withdrawal POS #000000218861/WALGREENS STORE 2415 SW 7 GAINESVILLE FL Card 1140,33.26
1/10/2021,,Withdrawal at ATM #000000009730/CAMPUS 1900 SW 34TH ST GAINESVILLE FLCard 1140,60.0,,Posted,1592.74,2021-01-10,60.0,Withdrawal at ATM #000000001619/CAMPUS 1900 SW 34TH ST GAINESVILLE FL Card 1140,60.0
1/10/2021,,Withdrawal Debit Card Signature Debit/PP*APPLE.COM/BILL 402-935-7733 CADate 01/08/21 0 1008510062 7 5735Card 1140,2.99,,Posted,1652.74,2021-01-10,2.99,Withdrawal Debit Card Signature Debit/PP*APPLE.COM/BILL 402-935-7733 CADate 02/05/21 0 1036909336 5 5735Card 1140,2.99
1/8/2021,,Withdrawal POS #000000072582/PUBLIX 3930 SW ARCHER ROA GAINESVILLE FLCard 1140,32.05,,Posted,1655.73,2021-01-08,32.05,Withdrawal POS #000000059255/PUBLIX 3930 SW ARCHER ROA GAINESVILLE FLCard 1140,32.05
1/8/2021,,Withdrawal at ATM #000000004249/CAMPUS 1900 SW 34TH ST GAINESVILLE FLCard 1140,100.0,,Posted,1687.78,2021-01-08,100.0,Withdrawal at ATM #000000001619/CAMPUS 1900 SW 34TH ST GAINESVILLE FL Card 1140,100.0
1/7/2021,,Withdrawal POS #000000859266/CIRCLE K # 26146 GAINESVILLE FLCard 1140,19.18,,Posted,1187.78,2021-01-07,19.18,Withdrawal POS #000000991864/CIRCLE K # 21142 GAINESVILLE FL Card 1140,19.643333333333334
1/7/2021,,Withdrawal at ATM #000000009454/CAMPUS 1900 SW 34TH ST GAINESVILLE FLCard 1140,40.0,,Posted,1206.96,2021-01-07,40.0,Withdrawal at ATM #000000001619/CAMPUS 1900 SW 34TH ST GAINESVILLE FL Card 1140,40.0
1/7/2021,,Withdrawal POS #000000114747/WALGREENS STORE 2415 SW 7 GAINESVILLE FLCard 1140,5.12,,Posted,1246.96,2021-01-07,5.12,Withdrawal POS #000000218861/WALGREENS STORE 2415 SW 7 GAINESVILLE FL Card 1140,4.8500000000000005
1/5/2021,,Withdrawal Debit Card Signature Debit/PIZZA HUT 27918 https://ipcha FLDate 01/03/21 0 1003886326 4 5812Card 1140,35.53,,Posted,1252.08,2021-01-05,35.53,Withdrawal Debit Card Signature Debit/PIZZA HUT 27918 https://ipcha FLDate 01/20/21 0 1020658789 3 5812Card 1140,35.53
1/5/2021,,Withdrawal ACH BEST BUY/TYPE: PAYMENT ID: CITIGPUFDRCO: BEST BUYEntry Class Code: PPD,44.96,,Posted,1287.61,2021-01-05,44.96,Withdrawal ACH BEST BUY/TYPE: PAYMENT ID: CITIGPUFDRCO: BEST BUYEntry Class Code: TEL,44.980000000000004
1/4/2021,,Withdrawal ACH CITY OF GAINESVI/TYPE: 2000-6637- ID: 5330903620CO: CITY OF GAINESVIEntry Class Code: WEB,188.56,,Posted,1332.57,2021-01-04,188.56,Withdrawal ACH CITY OF GAINESVI/TYPE: 2000-6637- ID: 5330903620CO: CITY OF GAINESVIEntry Class Code: WEB,188.125
1/4/2021,,Withdrawal ACH COX COMM GAN/TYPE: BANK DRAFT ID: 1581620085CO: COX COMM GANEntry Class Code: WEB,127.52,,Posted,1521.13,2021-01-04,127.52,Withdrawal ACH COX COMM GAN/TYPE: BANK DRAFT ID: 1581620085CO: COX COMM GANEntry Class Code: WEB,127.34
1/4/2021,,Withdrawal ACH CAPITAL ONE/TYPE: MOBILE PMT ID: 9279744980CO: CAPITAL ONEEntry Class Code: WEB,25.0,,Posted,1648.65,2021-01-04,25.0,Withdrawal ACH CAPITAL ONE/TYPE: MOBILE PMT ID: 9279744980CO: CAPITAL ONEEntry Class Code: WEB,25.0
1/4/2021,,Withdrawal ACH BARCLAYCARD US/TYPE: CREDITCARD ID: 2510407970CO: BARCLAYCARD USEntry Class Code: WEB,25.0,,Posted,1673.65,2021-01-04,25.0,Withdrawal ACH BARCLAYCARD US/TYPE: CREDITCARD ID: 2510407970 CO: BARCLAYCARD US Entry Class Code: WEB,25.0
1/4/2021,,Withdrawal ACH LAST.FM LTD./CO: LAST.FM LTD.TYPE: IAT PAYPAL ID: 770510487CEntry Class Code: IAT,3.0,,Posted,1698.65,2021-01-04,3.0,Withdrawal ACH LAST.FM LTD/CO: LAST.FM LTDTYPE: IAT PAYPAL ID: 770510487CEntry Class Code: IAT,3.0
1/4/2021,,Withdrawal Debit Card Signature Debit/PP*APPLE.COM/BILL 402-935-7733 CADate 01/02/21 0 1002730349 4 5735Card 1140,2.99,,Posted,1701.65,2021-01-04,2.99,Withdrawal Debit Card Signature Debit/PP*APPLE.COM/BILL 402-935-7733 CADate 02/05/21 0 1036909336 5 5735Card 1140,2.99
1/4/2021,,Withdrawal Debit Card Signature Debit/PAYPAL *PLAYSTATION 402-935-7733 CADate 01/02/21 0 1002730348 4 7994Card 1140,27.99,,Posted,1704.64,2021-01-04,27.99,Withdrawal Debit Card Signature Debit/PAYPAL *PLAYSTATION 402-935-7733 CADate 01/02/21 0 1002296098 3 7994Card 1140,27.99
1/4/2021,,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270CO: DISCOVEREntry Class Code: WEB,58.0,,Posted,1732.63,2021-01-04,58.0,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270CO: DISCOVEREntry Class Code: WEB,57.5
1/4/2021,,Withdrawal ACH PAYMENT FOR AMZ/TYPE: STORECARD ID: 9069872103CO: PAYMENT FOR AMZEntry Class Code: WEB,25.0,,Posted,1790.63,2021-01-04,25.0,Withdrawal ACH PAYMENT FOR AMZ/TYPE: STORECARD ID: 9069872103 CO: PAYMENT FOR AMZ Entry Class Code: WEB,25.0
1/4/2021,,Withdrawal ACH WAWA CREDIT CARD/TYPE: ONLINE PMT ID: CITICTPCO: WAWA CREDIT CARDEntry Class Code: WEB,25.0,,Posted,1815.63,2021-01-04,25.0,Withdrawal ACH WAWA CREDIT CARD/TYPE: PAYMENT ID: CITIGPUFDRCO: WAWA CREDIT CARDEntry Class Code: PPD,25.0
1/3/2021,,Withdrawal Debit Card Signature Debit/AMZN Digital*Z91A589A3 888-802-3080 WADate 01/02/21 0 1002482689 3 5818Card 1140,50.0,,Posted,1840.63,2021-01-03,50.0,Withdrawal Debit Card Signature Debit/AMZN Digital*Z91A589A3 888-802-3080 WADate 01/02/21 0 1002482689 3 5818Card 1140,50.0
1/3/2021,,Withdrawal Debit Card Signature Debit/PAYPAL *PLAYSTATION 402-935-7733 CADate 01/02/21 0 1002296098 3 7994Card 1140,5.83,,Posted,1890.63,2021-01-03,5.83,Withdrawal Debit Card Signature Debit/PAYPAL *PLAYSTATION 402-935-7733 CADate 01/02/21 0 1002296098 3 7994Card 1140,5.4
1/3/2021,,Withdrawal Debit Card Signature Debit/PAYPAL *DAMIENGEMIN 402-935-7733 CADate 01/02/21 0 1002416949 2 7333Card 1140,3.49,,Posted,1896.46,2021-01-03,3.49,Withdrawal Debit Card Signature Debit/PAYPAL *PLAYSTATION 402-935-7733 CADate 01/02/21 0 1002296098 3 7994Card 1140,3.49
1/2/2021,,Withdrawal Bill Payment #000015518667/Dave Inc 1265 South Cochran Los AngelesCard 1140,1.0,,Posted,1899.95,2021-01-02,1.0,Withdrawal Bill Payment #000015518667/Dave Inc 1265 South Cochran Los AngelesCard 1140,1.0
1/2/2021,,Withdrawal POS #000000092202/PUBLIX 3930 SW ARCHER ROA GAINESVILLE FLCard 1140,58.09,,Posted,1900.95,2021-01-02,58.09,Withdrawal POS #000000059255/PUBLIX 3930 SW ARCHER ROA GAINESVILLE FLCard 1140,58.09
1/2/2021,,Withdrawal POS #000000067357/WAWA 5325 2373 SW ARCHER ROA GAINESVILLEFLCard 1140,13.01,,Posted,1959.04,2021-01-02,13.01,Withdrawal POS #000000806824/WAWA 5325 2373 SW ARCHER ROA GAINESVILLE FL Card 1140,13.01
1/2/2021,,Withdrawal at ATM #000000008957/CAMPUS 1900 SW 34TH ST GAINESVILLE FLCard 1140,100.0,,Posted,1972.05,2021-01-02,100.0,Withdrawal at ATM #000000001619/CAMPUS 1900 SW 34TH ST GAINESVILLE FL Card 1140,100.0
1/2/2021,,Withdrawal Home Banking Transfer - To Share 0000/Funds Transfer via Online,10.0,,Posted,2072.05,2021-01-02,10.0,Withdrawal Home Banking Transfer - To Share 0000/Funds Transfer via Online,10.0
12/30/2020,,Withdrawal Debit Card Signature Debit/Amazon Prime*TX05X6Z43 Amzn.com/bill WADate 12/29/20 0 0364465851 2 5968Card 1140,13.11,,Posted,2072.06,2020-12-30,13.11,Withdrawal Debit Card Signature Debit/Amazon Prime*TX05X6Z43 Amzn.com/bill WADate 12/29/20 0 0364465851 2 5968Card 1140,13.11
12/29/2020,,Withdrawal Debit Card Signature Debit/PP*APPLE.COM/BILL 402-935-7733 CADate 12/28/20 0 0363032762 3 5735Card 1140,2.99,,Posted,85.17,2020-12-29,2.99,Withdrawal Debit Card Signature Debit/PP*APPLE.COM/BILL 402-935-7733 CADate 02/05/21 0 1036909336 5 5735Card 1140,2.99
12/29/2020,,Withdrawal Debit Card Signature Debit/PP*APPLE.COM/BILL 402-935-7733 CADate 12/28/20 0 0363706923 0 5735Card 1140,9.99,,Posted,88.16,2020-12-29,9.99,Withdrawal Debit Card Signature Debit/PP*APPLE.COM/BILL 402-935-7733 CADate 02/05/21 0 1036909336 5 5735Card 1140,9.99
12/29/2020,,Withdrawal ACH BARCLAYCARD US/TYPE: CREDITCARD ID: 2510407970CO: BARCLAYCARD USEntry Class Code: WEB,20.0,,Posted,98.15,2020-12-29,20.0,Withdrawal ACH BARCLAYCARD US/TYPE: CREDITCARD ID: 2510407970 CO: BARCLAYCARD US Entry Class Code: WEB,20.0
12/29/2020,,Withdrawal ACH NOSSKIRNEH/CO: NOSSKIRNEHTYPE: IAT PAYPAL ID: 770510487CEntry Class Code: IAT,2.75,,Posted,118.15,2020-12-29,2.75,Withdrawal ACH NOSSKIRNEH/CO: NOSSKIRNEHTYPE: IAT PAYPAL ID: 770510487CEntry Class Code: IAT,2.75
12/29/2020,,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPALEntry Class Code: WEB,5.47,,Posted,120.9,2020-12-29,5.47,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPALEntry Class Code: WEB,5.032
12/28/2020,,Withdrawal ACH APPLECARD GSBANK/TYPE: PAYMENT ID: 9999999999CO: APPLECARD GSBANKEntry Class Code: WEB,46.93,,Posted,126.37,2020-12-28,46.93,Withdrawal ACH APPLECARD GSBANK/TYPE: PAYMENT ID: 9999999999 CO: APPLECARD GSBANK Entry Class Code: WEB,46.93
12/28/2020,,Withdrawal ACH BARCLAYCARD US/TYPE: CREDITCARD ID: 2510407970CO: BARCLAYCARD USEntry Class Code: WEB,30.0,,Posted,173.3,2020-12-28,30.0,Withdrawal ACH BARCLAYCARD US/TYPE: CREDITCARD ID: 2510407970 CO: BARCLAYCARD US Entry Class Code: WEB,30.0
12/28/2020,,Withdrawal ACH CAPITAL ONE/TYPE: MOBILE PMT ID: 9279744980CO: CAPITAL ONEEntry Class Code: WEB,30.0,,Posted,203.3,2020-12-28,30.0,Withdrawal ACH CAPITAL ONE/TYPE: MOBILE PMT ID: 9279744980CO: CAPITAL ONEEntry Class Code: WEB,30.0
12/28/2020,,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270CO: DISCOVEREntry Class Code: WEB,25.0,,Posted,233.3,2020-12-28,25.0,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 2510020270CO: DISCOVEREntry Class Code: WEB,25.5
12/28/2020,,Withdrawal ACH TIGI SOFTWARE/CO: TIGI SOFTWARETYPE: IAT PAYPAL ID: 770510487CEntry Class Code: IAT,5.99,,Posted,258.3,2020-12-28,5.99,Withdrawal ACH TIGI SOFTWARE/CO: TIGI SOFTWARETYPE: IAT PAYPAL ID: 770510487CEntry Class Code: IAT,5.99
12/28/2020,,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPALEntry Class Code: WEB,8.03,,Posted,264.29,2020-12-28,8.03,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPALEntry Class Code: WEB,8.03
12/28/2020,,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPALEntry Class Code: WEB,5.24,,Posted,272.32,2020-12-28,5.24,Withdrawal ACH PAYPAL/TYPE: INST XFER ID: PAYPALSI77CO: PAYPALEntry Class Code: WEB,5.032
12/27/2020,,Withdrawal Debit Card Signature Debit/Kindle Unltd*J96LZ7343 866-321-8851 WADate 12/26/20 0 0361073141 2 5818Card 1140,9.99,,Posted,277.56,2020-12-27,9.99,Withdrawal Debit Card Signature Debit/Kindle Unltd*J96LZ7343 866-321-8851 WADate 12/26/20 0 0361073141 2 5818Card 1140,9.99
12/27/2020,,Recurring Withdrawal Debit Card - Signature Debit/HELP.HBOMAX.COM HTTPSHBOMAX.C NYDate 12/27/20 0 0362847245 0 5815Card 1140,17.23,,Posted,287.55,2020-12-27,17.23,Recurring Withdrawal Debit Card - Signature Debit/HELP.HBOMAX.COM HTTPSHBOMAX.C NYDate 01/27/21 0 1027769244 4 5815Card 1140,17.23
12/26/2020,,Withdrawal POS #000018946300/WAWA 5325 2373 SW ARCHER ROA GAINESVILLEFLCard 1140,8.32,,Posted,304.78,2020-12-26,8.32,Withdrawal POS #000000188596/WAWA 5325 2373 SW ARCHER ROA GAINESVILLEFLCard 2801,8.32
12/26/2020,,Withdrawal POS #000000012006/PUBLIX 3930 SW ARCHER ROA GAINESVILLE FLCard 1140,20.72,,Posted,313.1,2020-12-26,20.72,Withdrawal POS #000000116993/PUBLIX 3930 SW ARCHER ROA GAINESVILLE FLCard 1140,20.72
12/26/2020,,Withdrawal at ATM #000000003580/CAMPUS 5725 SW 75TH ST GAINESVILLE FLCard 1140,60.0,,Posted,333.82,2020-12-26,60.0,Withdrawal at ATM #000000005364/CAMPUS 5725 SW 75TH ST GAINESVILLE FLCard 1140,60.0
12/26/2020,,Withdrawal POS #000000036214/CVS/PHARMACY #03 03255--3404 SW ArcGainesville FLCard 1140,10.14,,Posted,122.47,2020-12-26,10.14,Withdrawal POS #000000036214/CVS/PHARMACY #03 03255--3404 SW ArcGainesville FLCard 1140,10.14
12/25/2020,,Withdrawal POS #000000194488/FAST TRACK #200 3960 SW ARCHER RDGAINESVILLE FLCard 1140,6.72,,Posted,40.61,2020-12-25,6.72,Withdrawal POS #000000224049/FAST TRACK #200 3960 SW ARCHER RD GAINESVILLE FL Card 1140,6.72
12/25/2020,,Withdrawal Debit Card Signature Debit/PRIVATEINTERNETACCESS WWW.PRIVATEIN CODate 12/24/20 0 0359965689 0 5734Card 1140,9.95,,Posted,19.33,2020-12-25,9.95,Withdrawal Debit Card Signature Debit/PRIVATEINTERNETACCESS WWW.PRIVATEIN CODate 01/24/21 0 1024716002 0 5734Card 1140,9.95
12/22/2020,,Withdrawal POS #000077034486/PETSMART # 0303 3736 SW ARCHER ROAGAINESVILLE FLCard 1140,5.22,,Posted,29.28,2020-12-22,5.22,Withdrawal POS #000077034486/PETSMART # 0303 3736 SW ARCHER ROAGAINESVILLE FLCard 1140,5.22
12/22/2020,,Withdrawal POS #000079034482/PETSMART # 0303 3736 SW ARCHER ROAGAINESVILLE FLCard 1140,27.43,,Posted,34.5,2020-12-22,27.43,Withdrawal POS #000077034486/PETSMART # 0303 3736 SW ARCHER ROAGAINESVILLE FLCard 1140,27.43
12/22/2020,,Withdrawal POS #000000098960/PUBLIX 3930 SW ARCHER ROA GAINESVILLE FLCard 1140,16.04,,Posted,11.93,2020-12-22,16.04,Withdrawal POS #000000116993/PUBLIX 3930 SW ARCHER ROA GAINESVILLE FLCard 1140,16.04
12/21/2020,,Recurring Withdrawal Debit Card - Signature Debit/DisneyPLUS 888-9057888 CADate 12/20/20 0 0355628518 3 5815Card 1140,8.03,,Posted,27.97,2020-12-21,8.03,Recurring Withdrawal Debit Card - Signature Debit/DisneyPLUS 888-9057888 CADate 01/20/21 0 1020042692 3 5815Card 1140,8.03
